route,page_title,h1,h2,h3,hero_copy,body_copy,cards,widgets,tables,charts,forms,services,CTA_text,CTA_destinations,navigation_items,sidebar_items,footer_items
/ministry-of-agriculture-2,Agri-Transformation Strategy 2025,Agri-Transformation Strategy 2025,Food Security Initiatives; Open Transformation Programs,Farmer Support Portal; Access Road Tracker; Zonal Output Analysis,"Implementing a sovereign digital infrastructure for food security, farmer empowerment, and rural development through the Abia One ecosystem.","State Operating System Implementing a sovereign digital infrastructure for food security, farmer empowerment, and rural development through the Abia One ecosystem. Real-time monitoring of essential crop reserves and market pricing across 17 LGAs.",language; notifications; Explore Programs; Download Roadmap; fullscreen,Data Registry Table,YES,NO,YES,Department Portal Interface,language; notifications; Sign In; Explore Programs; Download Roadmap; fullscreen; Apply for Input Support; Download Data Set (CSV); arrow_forward; arrow_forward; arrow_forward; support_agent Agri-Helpdesk; dashboard Dashboard; Invest; Jobs; Serve; Governance; Open Data; Budget Report; Investment Guide; Press Office,; ; ; ; ; ; ; ; ; ; ; ; /; /invest-in-aba; /jobs-abia; /serve-abia; /local-governance; /open-abia; /open-abia; /invest-in-aba; /news-press-center,Governance,dashboard Dashboard; Invest; Jobs; Serve; Open Data; Budget Report; Investment Guide; Press Office,
/ministry-of-agriculture-3,State Governance,State Governance,Abia One OS,"84.2%; ₦4.2B; 112,490; 91.5%; Real-time Crop Yield Forecasts",Strategic buffer capacity reached,Abia One OS v2.0 Strategic buffer capacity reached Disbursement to SMEs this Qtr,{/* SVG Map Placeholder */},Data Registry Table,YES,NO,YES,Greater Aba Development Coordination; Tender Contracts Registry,"New Initiative; Palm Oil; Cassava; map Open Map Interface; View Full Registry (112,490 entries) arrow_forward; add; dashboard Command Center; campaign Communications; agriculture Agriculture; medical_services Health; location_city GADA; Security Audit",; ; ; ; ; ; /; /ministry-of-communication; /ministry-of-agriculture; /ministry-of-health; /greater-aba-development-authority; /secure-abia,,dashboard Command Center; campaign Communications; agriculture Agriculture; medical_services Health; location_city GADA; Security Audit,
/ministry-of-agriculture-mobile,ABIA ONE,ABIA ONE,Agri-Transformation Strategy,confirmation_number Fertilizer Voucher Redemption; rainy Rainfall by Zone; monitoring Commodity Index; pending_actions Pending Support Applications; Abia State Sovereign Yield Forecast,,Real-time monitoring of sovereign agricultural performance and support systems. Abia North 142mm,Pending; Download Full Strategy Report,Data Registry Table,YES,NO,NO,,notifications; View All (142); visibility; visibility; visibility; Download Full Strategy Report download; add; dashboard Dashboard,; ; ; ; ; ; ; /home-mobile,,dashboard Dashboard,
/ministry-of-agriculture-mobile-2,Abia One,Abia One,"Hello, Chief Ebere",Voucher Status; Find Nearest Hub; Market Insights,Farmer Support Portal,Farmer Support Portal Fertilizer Subsidy 2024 Current Balance,Redeem; {/* Dashboard Active */},,NO,NO,NO,,emergency_share; Redeem; Find Nearest Hub Locate certified fertilizer distribution points and processing centers. map Open Map {/* Mini Map Background Simulation */}; support_agent; dashboard Dashboard,; ; ; ; /home-mobile,,dashboard Dashboard,
/ministry-of-communication,The Voice of Abia,The Voice of Abia,Abia One OS,Public Perception Index; Crisis Status; Press Release Control Center; Official Statements; Social Sentiment Analysis,,v2.0 Infrastructure Real-time aggregate sentiment across digital channels 82.4,#AbiaGrowth; #RoadReconstruction; #SmallBizSupport; #CivilServiceReform,Data Registry Table,YES,NO,YES,Department Portal Interface; Greater Aba Development Coordination,add New Initiative; notifications; account_balance; settings; warning Initiate Response Protocol; View All Drafts; edit; delete; visibility; share; edit; delete; View Statement Archive arrow_forward; Launch Full Asset Manager open_in_new; post_add New Press Release; dashboard Command Center; campaign Communications; agriculture Agriculture; medical_services Health; location_city GADA; Security Audit,; ; ; ; ; ; ; ; ; ; ; ; ; ; ; /; /ministry-of-communication; /ministry-of-agriculture; /ministry-of-health; /greater-aba-development-authority; /secure-abia,,dashboard Command Center; campaign Communications; agriculture Agriculture; medical_services Health; location_city GADA; Security Audit,
/ministry-of-communication-2,The Voice of Abia: Stay Informed,The Voice of Abia: Stay Informed,Verified News Feed; Executive Order Registry; Media Toolkit; State Radio/TV Schedule; Combat Misinformation,Governor Otti Commissioned New Aba-Port Harcourt Expressway Section; New Digital Governance Framework Announced,"A unified portal for verified updates, official executive records, and transparency in government communication.","A unified portal for verified updates, official executive records, and transparency in government communication. The state government has successfully completed the first phase of the strategic road expansion, aiming to boost inter-state commerce... The Ministry of Communication unveils the 'Abia One' roadmap for complete digitization of all state services by 2025...",Citizen Portal; Emergency; Media Portal; Browse Full Archive; Submit Report for Verification,Data Registry Table,YES,NO,YES,Department Portal Interface,Citizen Portal; Emergency; rss_feed Latest Updates; Media Portal; Browse Full Archive; Submit Report for Verification; Economy; Digital Gov; Governance; Security; Invest Abia; Serve Abia; Build Abia; Open Abia,; ; ; ; ; ; /economic-transformation; /serve-abia; /local-governance; /secure-abia; /invest-in-aba; /serve-abia; /build-abia; /open-abia,Citizen Portal; Economy; Digital Gov; Governance; Security,Invest Abia; Serve Abia; Build Abia; Open Abia,
/ministry-of-education-mobile,ABIA ONE,ABIA ONE,Infrastructure &amp; Literacy Monitor,Digital Literacy; AI Academy Hubs; Infrastructure Upgrade; Activity Log,Certification progress in secondary schools,Certification progress in secondary schools Umuahia Hub A 1.2 Gbps Broadband,VIEW NETWORK MAP; VIEW DETAILS,Analytics Telemetry Graph; Data Registry Table,YES,NO,NO,Public Reporting System,search; notifications; calendar_today LAST 30 DAYS; download EXPORT REPORT; VIEW NETWORK MAP; VIEW DETAILS arrow_forward; dashboard Dashboard; notifications_active Alerts; grid_view Hub; person Profile,; ; ; ; ; ; ; ; ;,,,
/ministry-of-health,ABIA Care Health OS,ABIA Care Health OS,Abia State,State Health Index; Facility Readiness; Immunization; Supply Chain; Citizen Sentiment,Cumulative performance across 17 LGAs,Health OS v2.0 Hon. Comm. Health Ministry,View Campaign Details,Analytics Telemetry Graph; Data Registry Table,YES,YES,YES,Department Portal Interface,notifications; account_balance; settings; Action Protocol; View Campaign Details; add New Health Initiative; dashboard Health Index; Security Audit,; ; ; ; ; ; /ministry-of-health; /secure-abia,,dashboard Health Index; Security Audit,
/ministry-of-health-2,ABIA Care: Healthcare for All,ABIA Care: Healthcare for All,Digital Health Ecosystem; Healthy Abia,Health Verification; Public Health Concern; Immunization &amp; Wellness; Medical Outreach Calendar,"Providing every citizen of Abia State with accessible, transparent, and modern healthcare infrastructure. Your health, our priority.","Providing every citizen of Abia State with accessible, transparent, and modern healthcare infrastructure. Your health, our priority. Integrated tools designed for modern governance and transparent healthcare delivery. Verify your Abia State Health Insurance Agency (ASCHIA) status or check medical practitioner credentials instantly.",Citizen Portal; Learn About ASCHIA; Verify Status; Submit Report; View Child Schedule,Data Registry Table,YES,NO,YES,Department Portal Interface,emergency Emergency; Citizen Portal; location_on Find Your Nearest PHC; Learn About ASCHIA; Verify Status; Submit Report; Reminder; View Child Schedule; Full Outreach Map; Explore All Tips arrow_forward; Economy; Digital Gov; Governance; Security; Invest Abia; Serve Abia; Build Abia; Open Abia; Health Stats; Public Health News,; ; ; ; ; ; ; ; ; ; /economic-transformation; /serve-abia; /local-governance; /secure-abia; /invest-in-aba; /serve-abia; /build-abia; /open-abia; /ministry-of-health; /ministry-of-health,Citizen Portal; Economy; Digital Gov; Governance; Security,Invest Abia; Serve Abia; Build Abia; Open Abia; Health Stats; Public Health News,
/ministry-of-health-mobile,Abia One,Abia One,Seasonal Flu Vaccination Campaign,Membership Identity; Wellness Feed,Visit any ASHIA-accredited center for free immunization.,Visit any ASHIA-accredited center for free immunization. ASHIA Insurance Abia State Health,,Analytics Telemetry Graph,YES,YES,YES,,emergency_share; location_on Nearby; emergency 24/7 ER; medical_services Pharmacy; dashboard Dashboard; notifications_active Alerts; apps Hub; person Profile; sos,; ; ; ; ; ; ; ;,,,
/ministry-of-health-mobile-2,ABIA ONE,ABIA ONE,Health Intelligence Dashboard,State Intelligence Fusion Centre (SIFC) Alert; Hospital Capacity by LGA; ASHIA Enrollment; Vaccine Distribution Status,Localized outbreak suspected in Umuahia North LGA. Preliminary data suggests elevated gastrointestinal cases reported from 3 PHC nodes within the last 24 hours.,Ministry of Health • Operational Command Localized outbreak suspected in Umuahia North LGA. Preliminary data suggests elevated gastrointestinal cases reported from 3 PHC nodes within the last 24 hours. Total Citizens Enrolled,,Data Registry Table,YES,NO,NO,Department Portal Interface,notifications; download EXPORT REPORT; add NEW INCIDENT; send Deploy Rapid Response Team; Health Services; dashboard Dashboard,; ; ; ; /ministry-of-health-mobile; /home-mobile,,Health Services; dashboard Dashboard,
/news-press-center,Truth and Transparency in Governance,Truth and Transparency in Governance,ABIA ONE; Abia Today; Multimedia Hub,Strategic Roadmap for Regional Connectivity Unveiled; Abia One Platform Hits 1 Million Users Milestone; Media Kit; Verified Journalist Access,The Executive Council has approved a multi-billion naira infrastructure development plan aimed at connecting rural agrarian communities with urban markets.,"Press &amp; Media Access authoritative news, executive directives, and verified media assets directly from the Government of Abia State. The Executive Council has approved a multi-billion naira infrastructure development plan aimed at connecting rural agrarian communities with urban markets.",,Analytics Telemetry Graph,YES,NO,YES,,Citizen Portal; Emergency; mail Press Subscription; Access Resource Vault; Request Accreditation; Economy; Digital Gov; Governance; Security; newspaper Abia Today; mail press@abiastate.gov.ng; call +234 800 ABIA PRESS; Invest Abia; Serve Abia; Build Abia; Open Abia,; ; ; ; ; /economic-transformation; /serve-abia; /local-governance; /secure-abia; /news-press-center; mailto:press@abiastate.gov.ng; tel:+23400000000; /invest-in-aba; /serve-abia; /build-abia; /open-abia,Citizen Portal; Economy; Digital Gov; Governance; Security,newspaper Abia Today; Invest Abia; Serve Abia; Build Abia; Open Abia,
/open-abia,Budget Transparency Dashboard,Budget Transparency Dashboard,Budget Execution Overview; Revenue Mix; Significant Budget Outflows,Navigation,,"State Operating System Real-time monitoring of Abia State's fiscal health, revenue streams, and developmental expenditures. Total State Budget",Citizen Portal; Launch Service; OPEN ABIA LAYER • FISCAL YEAR 2024; engineering; Infrastructure,Analytics Telemetry Graph; Data Registry Table,YES,NO,YES,,Citizen Portal; Launch Service; download Export PDF; calendar_today FY 2024; Download Revenue Audit; filter_list; Economy; Digital Gov; Governance; Security; payments Economic Transformation; account_balance Digital Government; gavel Transparent Governance,; ; ; ; ; ; /economic-transformation; /serve-abia; /local-governance; /secure-abia; /economic-transformation; /serve-abia; /local-governance,Citizen Portal; Economy; Digital Gov; Governance; Security,payments Economic Transformation; account_balance Digital Government; gavel Transparent Governance,
/open-abia-2,Procurement Registry,Procurement Registry,,Sector Allocation Breakdown; Verified Open Contracting,,State OS Active Session Ensuring transparency and accountability in all state contract awards and tender processes. Real-time monitoring of Abia State's developmental expenditures.,Citizen Portal; List View,Analytics Telemetry Graph; Data Registry Table,YES,NO,YES,Tender Contracts Registry,Citizen Portal; download Export CSV; add New Tender; List View; Grid View; View Details; Submit Bid; View Details; View Details; chevron_left; 1; 2; 3; chevron_right; Audit Full Log; Economy; Digital Gov; Governance; Security; payments Economic Transformation; account_balance Digital Government; gavel Transparent Governance,; ; ; ; ; ; ; ; ; ; ; ; ; ; ; /economic-transformation; /serve-abia; /local-governance; /secure-abia; /economic-transformation; /serve-abia; /local-governance,Citizen Portal; Economy; Digital Gov; Governance; Security,payments Economic Transformation; account_balance Digital Government; gavel Transparent Governance,
/open-abia-mobile,Open Abia Transparency Portal,Open Abia Transparency Portal,Budget Utilization across MDAs; Public Accountability Inquiries,Tender Volume; Integrity Driven Governance,Active tender responses this quarter,"Centralized administration for the monitoring of state finance, MDA budget utilization, and public accountability metrics. Active tender responses this quarter ""Open Abia"" is more than a portal; it is the digital sovereign layer ensuring every Naira serves the people of the state.",85 RESOLVED,Data Registry Table,YES,NO,NO,Department Portal Interface; Tender Contracts Registry,notifications; download Export PDF; Review; Review; Review; Dashboard; MDA Budgets; Procurement; dashboard Dashboard,; ; ; ; ; /home-mobile; /open-abia-mobile; /open-abia-mobile; /home-mobile,,Dashboard; MDA Budgets; Procurement; dashboard Dashboard,
/,Dashboard Central,Dashboard Central,2035 Roadmap Progress; Transformation Layers; Latest Opportunities,Navigation; Sustainable Economy; Digital Gov; Governance; Public Security,"""Building the foundation for a sustainable, digital economy in the heart of Igboland.""","State Operating System ""Building the foundation for a sustainable, digital economy in the heart of Igboland."" GDP Growth",Citizen Portal; Explore Vision; Investor Portal; Phase 1: Foundations,Data Registry Table,YES,NO,NO,,Citizen Portal; rocket_launch Launch Service; Explore Vision arrow_forward; Investor Portal; View Economic Data arrow_right_alt; chevron_left; chevron_right; Details open_in_new; Details open_in_new; Details open_in_new; Economy; Digital Gov; Governance; Security,; ; ; ; ; ; ; ; ; ; /economic-transformation; /serve-abia; /local-governance; /secure-abia,Citizen Portal; Economy; Digital Gov; Governance; Security,,
/procurement-tenders-registry,Public Procurement &amp; Tenders,Public Procurement &amp; Tenders,OPEN ABIA,Procurement Analytics Dashboard; Live Bid Openings; Active Tenders &amp; Contracts; Contractor Compliance Registry; Vendor Success Story,Total Contract Volume,"Procurement Registry Ensuring fiscal transparency and equal opportunity in Abia State through decentralized, open-access governance infrastructure. Total Contract Volume",Citizen Portal; Citizen Feedback; View Bid Calendar; Evaluating; Check Status,Analytics Telemetry Graph; Data Registry Table,YES,NO,YES,Department Portal Interface; Tender Contracts Registry,Citizen Portal; Citizen Feedback; add Register as Vendor; Watch Stream videocam; View Bid Calendar; filter_list Filter; Apply; View Results; Apply; Check Status; Renewal Guide; Economy; Digital Gov; Governance; Security; payments Procurement Dashboard; account_balance Active Tenders; security Audit Trails; Invest Abia; Serve Abia; Build Abia; Open Abia,; ; ; ; ; ; ; ; ; ; ; /economic-transformation; /serve-abia; /local-governance; /secure-abia; /open-abia; /open-abia; /secure-abia; /invest-in-aba; /serve-abia; /build-abia; /open-abia,Citizen Portal; Economy; Digital Gov; Governance; Security,payments Procurement Dashboard; account_balance Active Tenders; security Audit Trails; Invest Abia; Serve Abia; Build Abia; Open Abia,
/public-reporting,Emergency Dispatch,Emergency Dispatch,Public Reporting Channels; Building the Future Together,Abia Alert App; Whistleblower Portal; General Feedback,"Emergency Dispatch Immediate response for life-threatening situations, fire, or active crime reporting. Operators are standing by 24/7.","Emergency Dispatch Immediate response for life-threatening situations, fire, or active crime reporting. Operators are standing by 24/7. Choose the appropriate channel for non-emergency state matters. Geo-tagged reporting for infrastructure issues, traffic violations, and environmental concerns directly from your device.",Citizen Portal; Support Projects; Volunteer Programs,Analytics Telemetry Graph,YES,YES,NO,Department Portal Interface,Citizen Portal; call INITIATE EMERGENCY CALL; Support Projects; Volunteer Programs; Economy; Digital Gov; Governance; Security; Digital Gov Docs,; ; ; ; /economic-transformation; /serve-abia; /local-governance; /secure-abia; /serve-abia,Citizen Portal; Economy; Digital Gov; Governance; Security,Digital Gov Docs,
/science-technology,Pioneering the Abia Digital Frontier,Pioneering the Abia Digital Frontier,Innovation Hub,Startup Incubation Tracker; IP Protection Office; Research Grant Applications; Digital Innovation Labs Directory,Safeguarding the innovations of Abia's citizens through state-backed legal frameworks and international registry assistance.,"Modern Governance OS Managing the state's Research &amp; Development ecosystem, protecting intellectual capital, and scaling high-growth startups. Safeguarding the innovations of Abia's citizens through state-backed legal frameworks and international registry assistance.",Emergency; Citizen Portal; Register New Invention,Data Registry Table,YES,NO,NO,,Emergency; Citizen Portal; campaign Citizen Feedback; View Ecosystem Map arrow_forward; Register New Invention; arrow_forward; arrow_forward; arrow_forward; Economy; Digital Gov; Governance; Security; mitre Science &amp; Tech Hub; security Tech Parks; Invest Abia; Serve Abia; Build Abia; Open Data Portal,; ; ; ; ; ; ; ; /economic-transformation; /serve-abia; /local-governance; /secure-abia; /science-technology; /secure-abia; /invest-in-aba; /serve-abia; /build-abia; /open-abia,Citizen Portal; Economy; Digital Gov; Governance; Security,mitre Science &amp; Tech Hub; security Tech Parks; Invest Abia; Serve Abia; Build Abia; Open Data Portal,
/science-technology-2,Science &amp; Technology Architecture,Science &amp; Technology Architecture,Command Center; Transformation Roadmap; Empowering the Ecosystem; Build the Future of Abia,Statewide Fiber Backbone; Sovereign Data Security; Abia Innovation Hub (AIH),"Defining the digital sovereignty of Abia State through precision engineering, institutional research, and a world-class technology ecosystem.","State Operating System Defining the digital sovereignty of Abia State through precision engineering, institutional research, and a world-class technology ecosystem. Deploying 1,200km of high-speed fiber optics to connect all government secretariats, educational institutions, and healthcare centers by Q4 2024.",Sign In; Partner with R&amp;D; cloud_done; Apply for Incubation,,YES,NO,NO,,Sign In; help Support; logout Sign Out; Explore Roadmap arrow_forward; Partner with R&amp;D; View Infrastructure Specs chevron_right; Apply for Incubation; View All Programs open_in_new; Submit Proposal; Contact Tech Taskforce; Invest; Jobs; Serve; Governance; dashboard Dashboard; security Security; Invest; Jobs; Press Office,; ; ; ; ; ; ; ; ; ; /invest-in-aba; /jobs-abia; /serve-abia; /local-governance; /; /secure-abia; /invest-in-aba; /jobs-abia; /news-press-center,Governance,Invest; Jobs; Serve; dashboard Dashboard; security Security; Invest; Jobs; Press Office,
/secure-abia,Secure Abia Intelligence Center,Secure Abia Intelligence Center,Invest in a Safer Abia,map SITUATIONAL OVERLAY; emergency RAPID RESPONSE; campaign PUBLIC REPORTING; hub INTELLIGENCE FEED,Security is the bedrock of economic prosperity. Join our public-private partnership initiatives to enhance the state's technical surveillance infrastructure.,Real-time situational awareness and public safety metrics. A unified command interface for state security operations and citizen reporting. Smart grid deployment successful in Umuahia North. Traffic congestion reduced by 14% on Tower Road. Flash flood warning issued for Aba South industrial areas. Emergency response teams mobilized to zone B4.,Citizen Portal; Launch Service; ZOOM IN; EXPORT DATA; LIVE UPDATES,,YES,NO,NO,Public Reporting System,Citizen Portal; Launch Service; ZOOM IN; EXPORT DATA; Full Operations Log; Support Projects; View Annual Report; Economy; Digital Gov; Governance; Security,; ; ; ; ; ; ; /economic-transformation; /serve-abia; /local-governance; /secure-abia,Citizen Portal; Economy; Digital Gov; Governance; Security,,
/secure-abia-2,State Governance,State Governance,rss_feed Intelligence Feed,99.98%; 4.2 mins; Deployment Status groups,Uptime Reliability,Abia One OS v2.0 Uptime Reliability Avg Response Time,VIEW DETAILED LOGS; {/* Map Layer */},,YES,NO,YES,Greater Aba Development Coordination; Public Reporting System,add New Initiative; VIEW DETAILED LOGS; add; remove; my_location; Deploy Units; Dismiss; dashboard Command Center; campaign Communications; agriculture Agriculture; medical_services Health; location_city GADA; Incident Logs; Security Audit,; ; ; ; ; ; ; /; /ministry-of-communication; /ministry-of-agriculture; /ministry-of-health; /greater-aba-development-authority; /secure-abia; /secure-abia,,dashboard Command Center; campaign Communications; agriculture Agriculture; medical_services Health; location_city GADA; Incident Logs; Security Audit,
/secure-abia-3,Security for All: A Safer Abia Starts Together,Security for All: A Safer Abia Starts Together,Safety Resources; Data-Driven Protection: Community Intelligence; Transparency Feed,Station Finder; Reporting Guides; Safety Tips; Stay Vigilant. Stay Safe.,"Our commitment to public safety is built on transparency, rapid response, and community-driven intelligence. Access resources and help us protect our home.","Our commitment to public safety is built on transparency, rapid response, and community-driven intelligence. Access resources and help us protect our home. Tools and information designed to empower every citizen in maintaining a secure environment. Locate your nearest police command, fire station, or emergency medical service point in seconds.",Sign In,,YES,NO,NO,,Sign In; Subscribe to Alerts; apps App Store; play_arrow Google Play; Invest; Jobs; Serve; Governance; emergency Emergency: 112; security Safety Resources; Open Map arrow_forward; Press Office,; ; ; ; /invest-in-aba; /jobs-abia; /serve-abia; /local-governance; tel:112; #resources; /open-abia; /news-press-center,Governance,Invest; Jobs; Serve; Open Map arrow_forward; Press Office,
/secure-abia-mobile,ABIA ONE,ABIA ONE,fact_check Field Reports; hub Coordination Hub,Armed Disturbance reported; Vehicle Collision - Tower Jn,03,"03 142 Umuahia-Enugu Expressway. Grid coordinates 5.52, 7.48. Multiple callers reporting roadblocks.",,,YES,NO,NO,Public Reporting System,notifications; my_location; layers; Filter; DEPLOY RAPID RESPONSE; DETAILS; radio Comms; group_work Agencies; local_hospital Med-Evac; dashboard Dashboard; notifications_active Alerts; grid_view Hub; person Profile; broadcast_on_home,; ; ; ; ; ; ; ; ; ; ; ; ;,,,
/secure-abia-mobile-2,Abia One,Abia One,Secure Abia,Quick Report; Safety Alerts,Immediate response for citizens in danger.,Immediate response for citizens in danger. Hold for 3s Gridlock reported near the Aba main flyover due to stalled vehicle. Expect delays.,,,YES,NO,NO,,e911_emergency SOS Hold for 3s; traffic Traffic; local_fire_department Fire; medical_services Medical; fullscreen; dashboard Dashboard,; ; ; ; ; /home-mobile,,dashboard Dashboard,
/serve-abia,"Government Services, Simplified for You.","Government Services, Simplified for You.",Quick Services; Application Tracker; Service Directory; Need expert assistance?,Business Registration; Vehicle Licensing; Property Taxes; Health Insurance; Business,"Access state services, track applications, and manage your interactions with the Abia State Government through one secure digital gateway.","Access state services, track applications, and manage your interactions with the Abia State Government through one secure digital gateway. Register new business names and incorporate companies with the state ministry. Renew vehicle documents, plate numbers, and driver certifications instantly.",Find Service,,YES,NO,YES,,account_balance Citizen Portal; Find Service; chevron_right; Start Live Chat; Visit FAQ Center; home Home; explore Directory; description Track; person Profile; Serve Abia; Jobs Abia; AI Academy; Connect Abia; Trade Licenses; Building Plan Approval; Land Ownership Records; Utility Connections; Health Facility Finder; Institutional News; State Budget,; ; ; ; ; ; ; ; ; /serve-abia; /jobs-abia; /ai-academy; /connect-abia; /economic-transformation; /build-abia; /land-property; /connect-abia; /ministry-of-health; /news-press-center; /open-abia,,Serve Abia; Jobs Abia; AI Academy; Connect Abia; Trade Licenses; Building Plan Approval; Land Ownership Records; Utility Connections; Health Facility Finder; Institutional News; State Budget,
/serve-abia-2,Serve Abia,Serve Abia,Navigation; Service Directory; Need Personalized Assistance?,Tax &amp; Revenue Portal; My Applications,"Access essential government services, apply for permits, and track your applications in real-time. Abia's digital layer for seamless citizen interaction.","State Operating System Access essential government services, apply for permits, and track your applications in real-time. Abia's digital layer for seamless citizen interaction. Settle individual or corporate taxes through our encrypted gateway.",Citizen Portal; Quick Search; Health; Education; Chat with Support,,YES,NO,YES,,Citizen Portal; Quick Search; Direct Assessment arrow_forward; Company Tax (CIT) arrow_forward; Property Rates arrow_forward; Generate ASIN arrow_forward; View All Applications east; All Sectors; Health; Education; Chat with Support; Knowledge Base; Economy; Digital Gov; Governance; Security; payments Economic Transformation; account_balance Digital Government; gavel Transparent Governance,; ; ; ; ; ; ; ; ; ; ; ; /economic-transformation; /serve-abia; /local-governance; /secure-abia; /economic-transformation; /serve-abia; /local-governance,Citizen Portal; Economy; Digital Gov; Governance; Security,payments Economic Transformation; account_balance Digital Government; gavel Transparent Governance,
/serve-abia-3,Serve Abia,Serve Abia,Tax &amp; Revenue Portal; Licenses &amp; Applications; Service Directory,MY ACTIVE APPLICATIONS; SERVICE STATUS; CITIZEN FEEDBACK,"Access essential government services, track applications, and manage your civic responsibilities through our unified digital OS.","Access essential government services, track applications, and manage your civic responsibilities through our unified digital OS. Seamlessly pay personal income tax, business levies, and property rates with instant digital receipts. Apply for building permits, business operating licenses, and land titles entirely online.",Pay Now; View History; + START NEW APPLICATION; SHARE EXPERIENCE,,YES,NO,YES,,account_circle Citizen Portal; emergency; Pay Now payments; View History; + START NEW APPLICATION; SHARE EXPERIENCE; All Services; Business; Infrastructure; Education; Health; dashboard Home; description Services; payments Payments; person Profile; Economy; Digital Gov; Governance; Security; Invest Abia; Serve Abia; Build Abia; Open Abia,; ; ; ; ; ; ; ; ; ; ; ; ; ; ; /economic-transformation; /serve-abia; /local-governance; /secure-abia; /invest-in-aba; /serve-abia; /build-abia; /open-abia,Economy; Digital Gov; Governance; Security,Invest Abia; Serve Abia; Build Abia; Open Abia,
/serve-abia-mobile,Abia One,Abia One,Track Application,Popular Services; Need Assistance?,View your active filing progress,"View your active filing progress C of O, Search &amp; Titling Operating Licenses &amp; Renewals",View My History; {/* Dashboard */},,YES,NO,YES,,emergency_share; View My History; See All; support_agent Start Live Chat; dashboard Dashboard,; ; ; ; /home-mobile,,dashboard Dashboard,
/sme-growth-support,ABIA ONE,ABIA ONE,SME Portal; Support Services; Verified SME Directory,₦2.4B Available; 84% Capacity; ABIA ONE,"Access centralized resources for SME growth, from Aba's shared facilities to global export certifications. Abia is open for business.","Modern Governance OS Ecosystem Access centralized resources for SME growth, from Aba's shared facilities to global export certifications. Abia is open for business.",Emergency; Citizen Portal; CNC Machines; Laser Cutters; Industrial Sewing,Data Registry Table,YES,NO,YES,,chat Citizen Feedback; Emergency; Citizen Portal; Register SME; View Directory; Check availability chevron_right; Start Assessment; Find a Mentor; Continue Application; filter_list Filters; View Profile; View Profile; View Profile; chevron_left; chevron_right; add_business; payments Economic Transformation; account_balance Digital Government; mitre Transparent Governance; security Public Trust; Invest Abia; Serve Abia; Build Abia; Open Abia,; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; /economic-transformation; /serve-abia; /local-governance; /secure-abia; /invest-in-aba; /serve-abia; /build-abia; /open-abia,Citizen Portal,payments Economic Transformation; account_balance Digital Government; mitre Transparent Governance; security Public Trust; Invest Abia; Serve Abia; Build Abia; Open Abia,
/social-welfare,Building an Inclusive Abia for Every Citizen,Building an Inclusive Abia for Every Citizen,Our Collective Impact; Committed to Universal Accessibility,Social Safety Net Registry; Community Grants; Disability Support; Elderly Care Programs,"Our commitment is to ensure no citizen is left behind. Access social services, support registries, and community grants with dignity and transparency.","ABIA ONE Modern Governance OS Our commitment is to ensure no citizen is left behind. Access social services, support registries, and community grants with dignity and transparency.",Citizen Portal; Safety Net; Disability; Elderly,,YES,NO,YES,,Citizen Portal; emergency; chat Citizen Feedback; Safety Net; Disability; Elderly; Register Now arrow_forward; Verify Status; Apply for Funding; text_fields Text Resize; contrast High Contrast; hearing Audio Assist; translate Igbo / Local Dialect; chat_bubble; Economy; Digital Gov; Governance; Security; payments Economic Transformation; account_balance Digital Government; mitre Transparent Governance; security Public Trust; Explore Services open_in_new; Access Benefits open_in_new; Invest Abia; Serve Abia; Build Abia; Open Abia; Emergency Lines,; ; ; ; ; ; ; ; ; ; ; ; ; ; /economic-transformation; /serve-abia; /local-governance; /secure-abia; /economic-transformation; /serve-abia; /local-governance; /secure-abia; /open-abia; /open-abia; /invest-in-aba; /serve-abia; /build-abia; /open-abia; /secure-abia,Citizen Portal; Economy; Digital Gov; Governance; Security,payments Economic Transformation; account_balance Digital Government; mitre Transparent Governance; security Public Trust; Explore Services open_in_new; Access Benefits open_in_new; Invest Abia; Serve Abia; Build Abia; Open Abia; Emergency Lines,
/social-welfare-2,Social Welfare &amp; Youth Affairs,Social Welfare &amp; Youth Affairs,Command Center; Citizen Bulletin; Ready to access state services?,Social Safety Nets; Abia Youth Games 2024; Empower Abia Women; Live Impact,Providing direct assistance and financial security for vulnerable families across all 17 LGAs.,"State Operating System Empowering the heart of Abia through structured social safety nets, dynamic youth development, and sustainable women’s empowerment initiatives. Providing direct assistance and financial security for vulnerable families across all 17 LGAs.",Sign In; Apply for Support; View Programs; Enroll Now; Apply for Benefits,Data Registry Table,YES,NO,NO,Department Portal Interface,Sign In; Apply for Support; View Programs; Enroll Now; Locate near_me; View All Updates; Apply for Benefits; Volunteer Programs; Invest; Jobs; Serve; Governance; dashboard Dashboard; security Security; Press Office,; ; ; ; ; ; ; ; /invest-in-aba; /jobs-abia; /serve-abia; /local-governance; /; /secure-abia; /news-press-center,Governance,Invest; Jobs; Serve; dashboard Dashboard; security Security; Press Office,
